,ID,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX,default_payment_next_month,LIMIT_BAL
0,25738,29,1033,2076,26,3742,3352,3570,2,1,-1,-1,-1,-1,-1,-1,2081,26,4822,3352,3570,1799,2,0,60000
0,19365,36,8839,0,4342,690,0,99,5,1,-2,-2,-2,-2,-2,-2,0,4342,690,0,99,0,2,0,30000
0,13829,31,47906,0,0,1255,80158,81775,2,2,0,0,-2,-1,-1,0,0,0,1255,80158,3107,2857,2,0,230000
0,5503,34,22387,23453,20171,20245,20769,23770,2,2,0,0,0,0,0,0,1500,1500,1000,1000,3490,1000,1,0,180000
0,20172,39,20693,22033,24067,24372,24670,25617,2,2,0,0,0,2,0,0,2000,2400,1000,1000,1500,1500,2,1,120000
0,18281,54,7111,4803,4629,14915,8523,5586,1,1,1,2,0,0,0,0,10,1215,12000,4000,4978,1000,1,0,200000
0,1700,31,2166,2894,8903,12445,24650,8339,1,2,-1,-1,-1,-1,0,-1,2918,8974,12457,15113,8369,3832,1,0,300000
0,29489,45,94502,95697,98222,90500,82586,22620,5,1,0,0,0,0,0,0,5000,5000,3203,2103,50000,0,1,0,100000
0,21806,26,5337,2322,7458,1086,25643,35237,1,2,-2,-2,-2,-2,-2,-2,2322,7471,1086,25643,35237,7678,2,0,200000
0,28205,39,1028,0,0,0,0,0,2,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,1,300000
0,14767,29,2889,3469,1791,570,0,0,1,2,-2,-2,-2,-2,-2,-2,3469,1791,570,0,0,399,2,1,150000
0,6301,24,7134,7872,9528,9725,9427,10118,2,2,1,2,2,2,2,2,1000,1800,500,0,1000,0,2,0,30000
0,24256,30,70568,58294,59571,60793,62797,64298,2,2,0,0,0,0,0,0,2100,2200,2200,3000,2500,2800,1,1,140000
0,11169,25,15465,16489,17509,17856,18270,18967,1,2,0,0,0,0,0,0,1280,1300,637,700,1000,1600,2,0,20000
0,12145,32,13041,13936,13415,14590,14216,14823,2,1,1,2,2,2,2,0,1400,0,1400,0,1000,1000,1,0,190000
0,18023,49,33346,33536,34923,37192,39341,27561,2,1,0,0,0,0,0,0,2000,3500,3000,3000,5000,5000,1,1,50000
0,29208,23,6760,7043,9499,2814,2174,26053,1,2,-1,0,0,0,-1,0,4000,3000,1000,2274,25456,4000,1,0,160000
0,5572,30,29778,30678,31154,31625,31059,33123,2,1,2,2,2,2,2,2,1600,1200,1200,0,2500,1300,2,1,100000
0,15358,33,3192,4962,7860,10708,13516,16279,1,2,2,0,0,0,0,0,2000,3000,3000,3000,3000,3000,2,0,280000
0,10946,33,137974,138692,141674,136790,141469,143453,2,2,0,0,0,0,0,0,7000,7000,5000,7004,6015,5012,1,0,330000
0,16134,41,34632,35654,36991,37701,38452,39255,2,1,0,0,0,0,0,0,1600,1915,1625,1376,1422,1435,2,1,60000
0,13796,49,26660,660,660,660,36906,1470,2,1,-1,-1,-1,-1,-1,-1,660,660,660,36906,1320,0,1,0,180000
0,4492,25,86098,85014,86735,87321,82289,83850,2,2,0,0,0,0,0,0,3200,3155,3504,3001,3301,2839,1,0,100000
0,13933,27,15345,14812,16696,16134,17380,16958,2,1,1,2,2,2,2,2,0,2137,0,1503,0,800,2,0,50000
0,22748,34,3410,1619,1756,1986,4772,1115,2,1,-1,-1,-1,-1,-1,-1,1623,1756,2075,4774,1115,7160,2,0,220000
0,21746,23,45345,46403,38343,32214,17292,7501,1,2,0,0,0,0,0,0,2010,2046,1866,310,300,483,2,0,50000
0,4422,29,1476,1476,1476,1476,20976,1476,1,2,-2,-2,-2,-2,-1,-1,1476,1476,1476,20976,1476,1476,2,0,260000
0,11942,26,125,125,125,4671,25871,15222,1,2,-1,-1,-1,-1,0,0,125,125,4671,25000,3000,2256,2,0,30000
0,791,51,25382,26480,25761,25964,26507,27249,2,2,1,2,2,0,0,0,1800,0,928,960,1181,967,2,0,30000
0,13047,40,142417,122122,104284,113345,111423,119349,1,2,0,0,0,0,2,0,6500,6000,15000,0,10000,6000,1,0,660000
0,3005,37,185955,181587,186054,188465,192758,196493,1,2,2,2,0,0,0,0,0,9000,7000,7500,7100,7500,1,0,220000
0,28555,40,57388,58381,56363,47940,30134,31144,2,1,1,2,2,0,0,0,2522,0,3000,1083,1500,1500,2,0,60000
0,20944,39,130549,131955,134910,139280,139188,271388,2,1,2,0,0,0,0,0,5000,5000,6585,6409,6046,3053,1,1,280000
0,29282,25,9737,9947,9802,8450,4060,0,3,2,1,2,2,2,0,0,1352,1000,0,1000,900,0,1,1,10000
0,19030,45,26155,27196,28445,26766,27152,28355,1,1,2,0,0,0,0,0,1482,1731,1742,1128,1800,1200,2,1,30000
0,22689,33,40669,43102,44313,45286,44256,47549,1,1,2,2,2,2,2,2,3424,2200,2000,0,4000,2300,2,1,50000
0,15949,30,110612,114323,116835,118053,119047,119641,2,2,0,0,0,0,0,0,5555,5847,5800,4445,4700,4500,2,0,120000
0,16112,37,81191,78538,76747,67266,60896,160731,2,1,0,0,0,0,0,0,3000,3000,3520,3000,106200,5000,2,0,220000
0,19173,33,92189,88832,89762,77986,71031,66983,2,1,0,0,0,0,0,0,3252,3215,2792,1881,1945,2184,2,0,100000
0,176,56,64617,65978,67282,68557,72796,71345,3,1,1,2,2,2,2,3,3000,3000,3000,5500,0,0,1,1,130000
0,1743,29,-5,-5,2969,3419,0,1841,1,2,-2,-2,-2,-2,-2,-2,0,2974,3425,0,1841,200,2,0,230000
0,5966,32,44751,43952,29136,19048,17946,17340,2,1,0,0,0,0,0,0,1500,1239,612,607,2593,584,2,0,50000
0,1686,61,1443,1443,1443,1443,1443,1443,1,1,-2,-2,-2,-2,-2,-2,1443,1443,1443,1443,1443,1443,2,0,230000
0,14958,24,291,291,291,658,441,1197,1,2,-1,-1,-1,-1,-1,-1,291,291,658,441,1197,8007,2,0,150000
0,2146,28,171098,166176,169759,11760,0,4902,4,1,0,0,0,-1,-1,-1,14000,5695,11760,0,4902,6000,1,0,170000
0,12539,47,17952,18894,20296,21704,24086,26414,2,1,0,0,0,0,0,0,1500,2000,2000,3000,3000,1000,2,0,210000
0,11577,31,836,390,780,390,390,0,2,1,-1,-1,-1,0,-1,-1,390,780,0,390,0,780,1,1,20000
0,3567,39,398380,394515,393648,330221,296004,279768,2,1,0,0,0,0,0,0,20091,25370,15203,12013,12013,10135,1,0,480000
0,23107,35,35327,42032,35665,37071,38680,42352,2,2,0,0,0,0,0,0,10000,2453,5000,5000,10000,10017,2,0,360000
0,14479,23,29064,27368,30475,27808,31208,30582,1,2,0,0,0,2,2,2,2000,5026,0,4000,0,1500,2,0,30000
0,4080,42,6946,120,8794,2095,129,303,2,1,-1,-1,-1,-1,-1,-1,500,16000,9100,7400,7500,8100,2,0,230000
0,24394,49,1410,580,1386,-14,6160,1307,1,1,-1,-1,-1,-1,-1,-1,580,1386,0,6174,1307,1341,1,0,220000
0,1836,37,14008,13493,17259,16684,18017,17581,2,2,1,2,2,2,2,2,0,4000,0,1600,0,3000,2,1,50000
0,15683,28,22303,51749,186394,9458,6620,10040,2,2,-2,-2,-2,-2,-2,-2,51762,186398,9467,6620,10040,8960,1,0,250000
0,322,27,172180,180140,166281,155628,145645,103263,1,2,0,0,0,0,0,0,21105,5461,5000,5849,2732,50000,2,0,340000
0,1053,42,28033,17085,200,323,29525,0,1,1,0,0,-1,-1,-1,-1,1525,200,323,29525,0,0,1,0,30000
0,11116,31,167428,168827,148031,92943,94464,92899,1,2,0,0,0,0,0,0,6155,5382,3270,3377,3329,3553,2,1,270000
0,18859,29,64440,64685,64956,65183,65455,65683,1,2,0,0,0,0,0,0,3000,3000,3000,3000,2500,12500,2,0,80000
0,4907,46,0,0,0,0,0,0,2,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,0,340000
0,11992,40,0,0,0,0,0,0,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,200,1,0,50000
0,25879,34,71817,73376,71672,76004,74225,78193,2,2,2,2,2,2,2,2,3300,0,6100,0,5300,3500,2,1,200000
0,19162,39,1948,599,552,6360,0,6054,2,1,-2,-2,-2,-2,-2,-2,599,552,6360,0,6054,0,2,0,500000
0,23556,39,2485,3788,5512,1986,2504,13484,2,1,-1,-1,-1,-1,-1,-1,3798,5512,1996,2504,13484,10075,2,0,200000
0,18765,28,157215,161006,165222,168145,169162,172041,1,2,0,0,0,0,0,0,6502,8100,8200,6000,6200,6200,2,0,220000
0,19633,42,6425,3746,3863,5740,0,1170,1,1,-2,-2,-2,-2,-2,-2,3746,3863,5740,0,1170,4198,2,0,280000
0,16071,33,33441,20668,22926,21767,13806,5320,2,1,0,0,0,0,0,0,2659,2917,4600,1000,5200,0,2,0,50000
0,9087,36,47606,48653,50144,47838,48914,50442,2,1,0,0,0,0,0,0,1815,2306,2000,2000,2500,1700,1,0,50000
0,19175,39,102358,103698,1048,1048,1048,1221,3,1,0,0,-1,-1,-1,-1,4671,1048,1048,1048,1221,1048,2,0,160000
0,2295,29,766,515,-150,974,269,191,1,2,-1,2,2,-1,2,-1,0,85,1124,0,191,591,2,1,150000
0,15314,39,18787,19869,20897,21911,22545,23181,3,1,0,0,0,0,0,0,1400,1352,1366,1000,1000,1000,2,0,80000
0,13556,25,79453,61742,65068,73934,74752,82638,2,2,0,0,0,0,0,0,3000,5000,10000,2800,10000,5000,2,1,210000
0,2654,35,0,0,4488,4696,84522,86206,1,2,1,-2,-1,0,0,0,0,4488,264,80000,2950,3055,2,0,310000
0,10164,23,100904,91354,160932,54967,42017,30455,1,2,0,0,0,0,0,0,6629,3117,1551,2000,1273,2000,2,0,120000
0,2985,43,4819,5240,999,495,1776,79785,2,2,0,0,0,-2,-2,-1,1010,1003,496,1781,81032,3600,2,0,180000
0,3270,45,18569,40278,18760,18662,0,0,2,1,0,0,0,0,0,-2,2500,3000,1000,0,0,0,2,0,20000
0,997,45,39716,40799,41853,44452,45433,46383,1,1,0,0,0,0,2,2,1600,1600,3169,1700,1700,1495,1,0,140000
0,11766,34,33957,4976,176,21601,7423,9252,3,3,-2,-2,-2,-2,-2,-2,4990,176,21665,8213,9279,16445,1,0,90000
0,25804,27,72227,68097,65636,66114,66142,68380,1,2,0,0,2,0,0,0,6000,0,3000,2500,4100,4100,2,0,70000
0,11740,47,5000,5000,5000,5000,5000,5000,1,1,2,2,2,2,2,2,0,0,0,0,0,0,2,1,300000
0,9761,29,233717,87171,87786,86510,83560,84808,2,1,0,0,0,0,0,0,10004,3066,3171,3501,3030,2789,2,0,280000
0,6102,33,218094,225070,227528,121751,219354,111792,1,1,0,0,0,0,0,0,12000,9100,4600,4200,4100,5000,1,0,230000
0,14357,34,167604,162774,148961,78024,72989,75454,2,2,0,0,0,0,0,0,6949,6502,3022,3000,3022,2000,1,0,180000
0,23071,35,6012,0,1897,0,89,2398,1,1,0,0,-1,-1,-1,-1,78,1897,0,89,2398,671,2,1,230000
0,13320,54,114643,115828,116585,116005,118334,117902,3,1,0,0,0,0,0,0,6000,4200,4252,4300,4500,4000,2,0,200000
0,5615,23,26725,28289,29489,30237,30504,29771,2,2,0,0,0,0,0,0,2000,2000,1502,1112,1100,2000,1,0,30000
0,14262,57,390,390,390,21515,2942,0,3,1,-1,-1,-1,-1,0,0,390,390,10728,59,0,0,1,1,20000
0,9073,29,201500,196051,161342,154127,149472,139130,1,2,0,0,0,0,2,2,10000,7031,10100,5663,0,4448,2,0,500000
0,29200,27,9457,9554,7335,9025,7886,8382,2,2,0,0,0,0,0,0,1107,1310,2000,269,1000,1100,1,0,10000
0,26505,49,389,389,389,320,14185,389,2,1,-2,-2,-2,-2,-2,-2,390,390,321,14255,390,390,2,0,400000
0,8006,32,243742,237204,238314,219634,186841,189010,2,1,0,0,0,0,0,0,8017,8117,14044,5410,5855,5254,2,0,260000
0,7304,43,2048,2529,11929,5722,3076,5250,2,2,-1,-1,-1,-1,0,-1,2529,11929,5722,0,5250,3526,2,0,130000
0,18206,43,-985,7542,6169,2391,8539,10068,1,1,1,-1,-1,-1,-1,0,10000,30000,5000,10004,5000,0,1,0,360000
0,7186,47,390,780,0,0,0,0,2,1,-1,-1,-1,-2,-2,-2,780,0,0,0,0,0,1,0,20000
0,1121,40,176502,176297,162826,160186,161965,152361,2,2,2,0,0,0,0,0,8000,7300,6000,6000,6000,6000,2,1,200000
0,23680,43,0,0,0,0,0,0,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,0,210000
0,4938,37,15288,16534,18100,19900,-100,-100,1,1,0,0,0,0,0,-2,1500,2000,2000,0,0,0,1,0,180000
0,21248,35,15193,19734,5338,3042,2418,2233,1,1,0,0,0,2,-1,2,5197,3000,0,2500,0,5000,1,0,350000
0,15070,35,0,2720,98,44321,1699,0,1,1,-2,-2,-2,-2,-2,-2,2720,98,45869,1699,0,2024,1,0,400000
0,11732,51,18321,18446,18285,18235,16259,10640,2,1,0,0,0,0,0,0,1355,1136,646,381,337,1251,1,0,20000
0,22025,27,0,3947,5691,21001,17931,2439,1,2,1,-1,-1,-1,0,0,3947,5691,21028,0,0,841,2,0,60000
0,15814,27,10489,8652,7143,6044,780,116,2,1,0,0,0,0,-1,-1,1222,1200,1004,780,116,806,2,1,20000
0,11001,27,1300,179,0,0,0,0,1,2,-1,-1,-1,-2,-2,-2,179,0,0,0,0,0,1,0,80000
0,21686,23,23225,29801,10008,9336,24339,16710,1,2,-1,-1,-1,-1,-1,0,30043,10024,9340,24363,5714,4,2,0,30000
0,956,41,117126,11222,15513,18087,17499,19939,1,1,0,-1,0,0,2,2,15315,15000,3000,0,3000,0,1,0,160000
0,15325,37,7591,5538,18987,0,1399,150,1,2,-1,-1,-1,-1,-1,-1,5538,18987,0,1399,150,203,2,1,150000
0,15168,23,40760,39660,23203,18983,13466,18878,2,2,0,0,0,0,0,0,1500,1500,1100,1466,5556,598,2,0,50000
0,13792,22,14380,13536,15040,14174,14472,14763,2,2,1,2,2,2,0,0,0,2040,0,526,532,1585,1,0,20000
0,28902,35,165405,168697,172990,177963,77076,78848,1,1,0,0,0,0,0,0,6027,7000,8000,3000,3000,3226,2,0,230000
0,27464,51,0,950,1170,780,780,0,3,1,1,-1,2,2,0,0,950,1000,0,0,0,0,1,0,10000
0,8230,42,580928,597793,597415,569034,551702,568638,1,1,0,0,0,0,0,0,25624,21898,20851,19599,26000,20000,1,0,500000
0,29885,31,225434,214620,170451,156922,143062,224387,3,1,1,2,2,0,0,0,11000,0,5500,5000,100000,0,1,0,350000
0,10118,29,0,3003,2646,1125,0,3455,1,2,1,-1,-1,-1,-1,-1,3003,2646,1125,0,3455,1000,2,0,220000
0,19272,40,89236,90828,83479,73749,68512,72518,2,1,0,0,0,0,0,0,3162,3523,3025,2344,5000,3000,2,0,100000
0,24253,32,220901,207382,201883,196524,192243,186537,1,2,2,2,0,0,0,0,0,7820,7000,7000,5000,6000,1,1,180000
0,16246,40,3135,2643,2454,2250,2296,4315,2,2,0,0,0,-1,-1,-1,2000,2296,2296,2342,4315,2796,2,0,20000
0,22054,29,50148,50761,35777,7464,42705,43662,3,2,0,0,0,0,-1,0,1840,1311,2000,42705,1569,2822,2,0,50000
0,24453,31,124626,115239,113494,100847,80295,82085,1,2,0,0,0,0,0,0,3900,4864,5000,2792,3000,2642,1,0,290000
0,8184,48,153390,158421,152835,152638,142454,128895,3,1,0,0,2,0,0,0,15102,0,6000,5300,4784,4500,2,0,160000
0,1500,27,6274,5971,3980,9040,9040,0,1,2,1,2,-1,-1,0,0,0,4000,9040,0,0,17291,1,0,20000
0,8736,26,40029,41095,40137,40793,42990,42854,1,2,1,2,2,0,0,0,2000,0,1603,3000,2000,1056,1,0,80000
0,7854,27,132755,137049,137558,140455,144032,146615,3,2,0,0,0,0,0,0,6417,5000,5184,6000,5026,4005,1,0,260000
0,2967,46,49083,27822,28702,29119,29240,28664,3,1,0,0,0,0,0,0,1463,1733,1150,1480,1200,3135,1,0,50000
0,21753,24,40246,41679,41688,32806,18609,19793,1,2,0,0,0,0,0,0,2128,3000,6000,1000,1500,705,2,0,50000
0,13766,31,-200,-200,-200,0,10199,0,1,2,1,-2,-2,-2,-1,-1,0,0,200,10199,303,0,2,0,160000
0,21908,27,71865,75459,77240,78856,80350,84040,2,1,0,0,0,0,0,0,5000,3000,3000,3000,5000,5000,2,0,260000
0,8038,36,3458,3833,9791,10532,6559,500,1,2,-1,-1,-1,-1,-1,-1,3833,9791,10532,6559,500,961,2,0,270000
0,11154,37,2644,268,157,1484,307,157,1,1,-1,-1,-1,-1,-1,-1,268,157,1484,307,157,438,2,0,260000
0,15365,48,485,-15,-15,12588,1243,-6,1,1,-1,-1,-2,-1,-1,-1,0,0,12603,1250,0,420,2,0,360000
0,2207,21,17471,14129,13937,9429,1393,2055,1,2,0,0,0,0,0,-1,1400,3500,1567,162,2055,0,2,0,20000
0,3185,22,836,10214,10057,9221,8808,3861,2,2,-2,-1,0,0,0,0,10214,2000,0,423,3861,3665,2,0,50000
0,4802,35,254951,237094,218603,202639,199480,188113,2,1,6,5,4,3,2,0,0,0,0,0,142000,7000,1,1,190000
0,17516,35,80713,93349,68158,69208,54677,59601,2,1,0,0,0,0,0,0,28000,3500,3000,3000,10000,3500,2,0,130000
0,15273,44,1040,0,0,12500,37811,1500,2,1,-1,-1,-2,-1,0,-1,0,0,12500,25311,1500,5680,2,0,380000
0,6632,29,4583,6917,831,6469,5138,7810,1,2,-2,-2,-2,-2,-2,-2,6989,833,6488,5153,7833,7130,1,0,150000
0,18454,26,1815,3520,727,-173,-173,-173,1,2,-2,-2,-2,-2,-2,-2,3532,857,1000,0,0,0,2,1,130000
0,15564,42,20745,21431,19745,19943,19235,19245,2,1,2,0,0,0,0,0,1373,1386,1189,570,589,600,1,1,20000
0,11907,25,87401,93476,91077,92885,94831,96907,2,2,0,0,2,0,0,0,7497,0,3324,3442,3653,4449,2,1,100000
0,17396,29,72674,74192,72464,76613,77908,76034,2,1,2,2,2,2,2,2,3300,0,6000,3100,0,4200,2,0,80000
0,27065,33,10146,9352,9919,10400,10123,19813,2,1,0,0,0,0,0,0,1158,1200,1137,335,351,1000,1,0,10000
0,10177,49,69380,70886,69402,1332,1604,958,3,1,-1,2,2,0,0,0,2800,0,0,272,166,3756,2,0,90000
0,25565,39,3664,4587,4562,5001,39243,25512,1,1,-1,-1,-1,-1,-1,0,4595,4562,5001,39292,0,62597,2,0,450000
0,27256,28,249827,191305,90497,92278,93354,95309,3,1,0,0,0,0,0,0,8500,3899,3913,3186,3301,3525,1,0,250000
0,440,23,77024,73281,57806,37642,46235,47110,1,2,0,0,0,0,0,0,3212,1600,956,40000,1800,1700,2,1,80000
0,5187,39,38395,39943,20650,0,0,0,1,2,0,0,0,0,-2,-2,2500,2000,0,0,0,0,1,0,230000
0,1270,32,20730,17107,35884,31057,29052,25933,2,2,0,0,0,0,0,0,1582,30000,1000,1000,1000,1000,2,0,180000
0,29317,27,0,0,0,0,0,0,3,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0,80000
0,18834,24,34201,49800,26194,27454,28159,25775,2,2,0,0,0,0,0,0,1800,2000,2000,1500,1500,0,2,0,70000
0,3137,28,17359,16828,17723,18733,12249,19910,1,2,0,0,0,0,0,0,2700,4150,1500,577,8000,300,1,0,20000
0,9532,40,390,390,390,390,390,390,2,1,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,2,1,200000
0,21145,36,0,0,0,0,0,0,3,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,1,60000
0,10620,26,2159,4132,5949,7144,5309,500,2,2,-1,0,0,0,0,0,2000,2002,2005,15,523,0,1,0,80000
0,26038,30,195330,200768,206026,203938,198453,200496,2,1,0,0,0,0,0,0,8683,10021,8017,16270,6599,6024,2,0,490000
0,9432,43,8894,11198,14861,13846,13451,16162,2,1,-1,-1,-1,0,0,0,11198,14861,1400,951,14082,14482,2,0,430000
0,8853,36,47718,233289,227143,221126,215358,163444,2,1,-1,0,0,0,0,0,199000,7613,7116,6980,5813,5762,2,0,210000
0,17931,31,12214,13694,16660,16100,17521,19237,2,2,0,0,0,2,0,0,2000,3200,0,2000,2000,0,1,0,20000
0,22304,29,27304,28537,32498,0,0,21648,1,1,0,0,0,0,-2,-1,2000,4652,0,0,21648,9600,2,0,100000
0,6675,34,21027,27568,9166,6855,8089,9052,1,2,-1,-1,-1,-1,-1,-1,27994,9212,6949,8134,10043,28012,1,0,240000
0,27618,22,16549,17085,17003,7150,6508,8459,2,2,1,2,0,0,0,0,1500,1396,2000,178,2000,2000,2,0,30000
0,4178,27,61015,58160,51237,29999,28972,29444,1,2,0,0,0,0,0,0,3016,5011,1005,1000,14000,3104,2,0,60000
0,24153,27,24874,19500,11717,7540,9941,6113,1,2,0,0,0,0,0,0,2000,2000,3540,5000,3113,90417,1,0,230000
0,16992,22,36665,40362,39441,41318,13996,14974,2,2,2,2,2,2,2,2,4626,0,3003,0,1206,0,2,1,50000
0,27946,27,288,451,1665,330,165,794,1,2,-1,-1,-1,-1,0,-1,451,1680,330,0,794,2349,2,0,160000
0,29789,41,1476,2139,0,1686,1686,205,3,1,-1,-1,-1,-1,0,-1,2139,0,1686,0,205,6689,1,0,140000
0,73,32,9076,5787,-684,5247,3848,3151,2,1,-1,-1,-1,-1,2,-1,5818,15,9102,17,3165,1395,2,0,200000
0,29612,33,97190,48290,49633,48707,19623,13673,2,1,0,0,0,0,0,0,1787,2130,1184,13604,496,523,1,1,50000
0,16367,45,2300,483,487,1011,524,1037,1,1,-1,-1,-1,-1,0,0,483,487,1011,0,1000,974,2,0,140000
0,28929,33,4500,2580,178,1500,0,1118,1,2,-2,-2,-1,-1,-1,-1,2580,178,1500,0,1118,1331,2,0,180000
0,12355,54,43099,44233,35147,12236,11013,11388,3,2,0,0,0,0,0,0,2212,2126,415,401,559,554,1,0,50000
0,18018,46,48060,48923,48924,33778,19492,19582,3,2,0,0,0,0,0,0,2326,2000,1235,622,1000,1000,1,0,50000
0,17202,27,393415,379486,375899,374302,395430,384825,1,2,2,2,0,0,0,2,0,16000,15000,29000,0,12000,2,1,390000
0,10133,35,21072,20454,19977,20650,0,0,2,2,2,0,0,0,0,-2,1504,1427,1100,0,0,0,1,0,40000
0,17294,44,13226,14470,15000,0,0,0,2,1,0,0,0,0,-2,-2,1470,1000,0,0,0,0,2,0,50000
0,23055,28,2376,2178,27460,22515,20109,13700,1,2,-1,2,0,0,0,0,0,27446,1400,0,274,0,2,0,230000
0,27717,26,69489,70336,71755,66175,67573,69083,3,1,0,0,0,0,0,0,2600,2571,2500,2500,2600,3000,2,0,80000
0,11734,28,10430,24979,29925,25423,7064,15920,1,2,0,0,0,0,0,0,24030,14062,1824,40,15673,16694,2,0,400000
0,4279,27,111820,104189,100638,93092,94663,96257,2,2,0,0,0,0,0,0,3817,4500,3500,3600,3700,3500,2,0,140000
0,10246,29,838,4288,24495,29226,41415,20738,1,2,-1,-1,-1,0,0,0,4309,24495,5036,20004,1250,9,1,0,320000
0,21445,28,65024,61848,57944,53857,35036,31973,1,2,0,0,0,0,0,0,2500,2900,2000,2000,2000,2000,2,0,110000
0,9890,45,0,0,0,0,0,0,3,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,0,50000
0,29492,31,-6029,-9119,-46127,-50616,-53007,-94625,1,2,1,-2,-2,-2,-2,-2,185,28,12,208,8,14,1,1,320000
0,1299,29,16936,17963,18976,19660,20343,21003,1,2,0,0,0,0,0,0,1303,1316,1000,1000,1000,933,2,1,80000
0,11534,36,874,-256,-255,-538,107592,168966,1,2,-2,-2,-2,-2,-2,-2,0,1,0,108130,30695,179,2,0,610000
0,24435,39,51400,0,0,0,0,0,3,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,1,1,50000
0,24507,32,17578,17988,20374,20738,22253,24748,2,2,-1,2,2,2,2,2,1000,3000,1000,2170,3000,0,1,0,30000
0,6819,46,31864,34538,31648,127340,129411,128796,1,1,0,0,0,0,0,0,4237,4000,100000,5000,4183,3613,1,0,400000
0,5925,31,581775,572677,384060,304508,247178,228349,2,2,4,3,2,-1,-1,-1,0,0,1000,4320,287982,8007,2,1,340000
0,27577,59,1929,-627,4134,792,1309,2557,1,1,-1,-1,-1,-1,-1,-1,627,7388,792,1312,2564,804,1,0,260000
0,26880,32,133401,135703,142275,144427,146702,150647,2,2,1,2,2,2,2,2,6000,10275,6000,6000,6100,0,1,0,150000
0,11685,24,784,4184,0,0,0,0,2,2,-1,-1,-1,-2,-2,-2,4200,1000,0,0,0,0,2,0,30000
0,1195,66,100036,100041,100402,97141,97143,97532,3,1,0,0,0,0,0,0,4702,4617,3600,3865,3850,3705,2,0,100000
0,15948,30,2400,2400,2400,2400,2400,2400,2,1,3,2,2,7,7,7,0,0,0,0,0,0,2,1,30000
0,24296,37,217638,213843,211233,194579,96213,27540,5,2,2,0,0,0,0,0,7506,23007,7991,4191,719,409,1,0,220000
0,14730,40,93700,95991,15040,14074,14758,15442,2,1,0,0,0,0,0,0,4512,2010,1000,1000,1000,0,1,0,200000
0,8957,45,6197,4934,6783,11507,4883,5897,1,1,-1,-1,-1,-1,0,-1,4969,6802,11523,14,5914,7622,1,0,500000
0,24646,36,127496,128675,131640,134183,91772,94290,1,1,0,0,0,0,0,0,5000,5041,5000,4000,4000,4000,1,0,140000
0,14952,49,48518,49244,45385,17912,31278,14818,1,1,1,2,2,0,0,0,1800,82,1500,10000,1062,549,1,0,50000
0,14792,51,103,-677,-677,-1067,-747,71,3,1,2,2,-2,-2,-2,-1,0,0,0,1100,818,1418,2,1,10000
0,11741,36,18400,0,0,0,0,0,2,2,0,0,-2,-2,-2,-2,0,0,0,0,0,0,1,1,20000
0,3088,29,400,400,400,20334,19050,21573,2,2,2,2,2,-1,2,-1,0,0,20334,0,21573,0,1,0,310000
0,26104,39,209596,160515,141917,144811,147685,150780,3,2,0,0,0,0,0,0,6888,5155,5258,5284,5473,5505,2,0,220000
0,8469,36,50808,48287,47265,20840,19568,19812,2,1,2,2,2,2,0,0,0,3259,0,844,706,677,1,1,50000
0,6395,37,16259,15026,17363,11708,11329,4749,1,2,0,0,0,0,0,0,6000,4000,6000,5000,2000,2092,1,0,450000
0,381,29,89055,90780,70947,72367,73875,75355,2,2,0,0,0,0,0,0,4200,2575,2600,2674,2701,5750,2,0,130000
0,14525,31,276,276,0,196050,202129,295891,1,2,-2,-2,-2,-1,0,0,276,0,202129,9500,98500,17000,2,0,380000
0,18040,45,28854,30467,29721,28961,29397,29988,2,1,2,4,4,3,2,2,2372,0,0,1200,1200,1163,1,0,30000
0,24600,37,33687,21575,23926,23102,22734,29434,1,1,-1,0,0,0,0,0,5000,3000,10000,10000,16934,10234,1,0,280000
0,22141,25,50757,52906,54454,53457,55128,52788,1,2,0,0,0,0,0,0,3000,3000,2000,2500,2500,2000,2,0,230000
0,26237,48,79640,75362,73547,47274,46454,41906,2,1,0,0,0,0,0,0,3017,3020,2010,2035,3014,3045,2,0,500000
0,3638,34,17179,17815,9519,10469,14272,15033,2,1,0,0,0,0,0,0,1300,1500,1415,4000,1000,1000,1,1,20000
0,6762,29,0,0,0,0,1004,854,2,2,-2,-2,-2,-2,-1,2,0,0,0,1004,0,5183,2,0,230000
0,22088,28,319082,0,300165,281019,44528,40325,2,2,-1,0,0,0,0,0,8752,0,21420,1002,935,967,2,0,500000
0,7328,27,641,1812,5307,28004,957,0,1,2,-1,-1,-1,-1,-1,-1,1812,5347,28004,957,0,455,2,1,180000
